"X","State.Code","County.Code","Site.Num","Address","State","County","City","Date.Local","NO2.Units","NO2.Mean","NO2.1st.Max.Value","NO2.1st.Max.Hour","NO2.AQI","O3.Units","O3.Mean","O3.1st.Max.Value","O3.1st.Max.Hour","O3.AQI","SO2.Units","SO2.Mean","SO2.1st.Max.Value","SO2.1st.Max.Hour","SO2.AQI","CO.Units","CO.Mean","CO.1st.Max.Value","CO.1st.Max.Hour","CO.AQI"
"389","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-10","Parts per billion","7.495833","24.7","0","23","Parts per million","0.042083","0.052","11","48","Parts per billion","0.740909","1.6","5","1","Parts per million","0.145833","0.3","0","3"
"393","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-11","Parts per billion","10.741667","30","13","28","Parts per million","0.029042","0.037","0","34","Parts per billion","0.555","2.7","0","3","Parts per million","0.183333","0.2","9","2"
"397","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-12","Parts per billion","7.079167","25.6","21","24","Parts per million","0.019875","0.03","11","28","Parts per billion","0.075","0.7","19","0","Parts per million","0.1375","0.3","23","3"
"401","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-13","Parts per billion","12.4","21.9","3","20","Parts per million","0.0205","0.031","10","29","Parts per billion","0.704545","5.9","6","7","Parts per million","0.225","0.3","0","3"
"405","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-14","Parts per billion","6.8875","12.7","19","11","Parts per million","0.03175","0.041","23","38","Parts per billion","0.359091","1.2","20","1","Parts per million","0.141667","0.2","0","2"
"409","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-15","Parts per billion","3.866667","7.4","7","7","Parts per million","0.042292","0.046","7","43","Parts per billion","0.213636","0.6","4","0","Parts per million","0.1","0.1","0","1"
"413","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-16","Parts per billion","6.491667","33","21","31","Parts per million","0.034","0.042","8","39","Parts per billion","0.027273","0.1","12","0","Parts per million","0.116667","0.2","20","2"
"417","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-17","Parts per billion","9.575","31.8","20","29","Parts per million","0.0315","0.053","10","49","Parts per billion","0.731818","4.6","22","6","Parts per million","0.175","0.3","0","3"
"421","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-18","Parts per billion","21.670833","51.7","20","48","Parts per million","0.028042","0.061","10","71","Parts per billion","2.215","7.7","23","10","Parts per million","0.283333","0.5","23","6"
"425","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-19","Parts per billion","19.35","44.6","7","42","Parts per million","0.035917","0.072","10","105","Parts per billion","3.345455","16.6","6","23","Parts per million","0.379167","0.6","1","7"
"429","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-20","Parts per billion","16.880952","49.1","6","46","Parts per million","0.044208","0.06","9","67","Parts per billion","3.072727","14.7","3","20","Parts per million","0.345833","0.6","6","7"
"433","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-21","Parts per billion","11.82381","28","5","26","Parts per million","0.031917","0.042","8","39","Parts per billion","0.872727","2.7","8","3","Parts per million","0.2","0.2","0","2"
"437","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-22","Parts per billion","6.866667","15","1","14","Parts per million","0.032792","0.044","8","41","Parts per billion","0.15","0.3","0","0","Parts per million","0.183333","0.2","0","2"
"441","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-23","Parts per billion","6.558333","27.4","23","25","Parts per million","0.030292","0.054","10","50","Parts per billion","0.068182","0.3","23","0","Parts per million","0.175","0.3","23","3"
"445","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-24","Parts per billion","10.85","28.8","0","26","Parts per million","0.037333","0.057","9","58","Parts per billion","1.213636","11","3","16","Parts per million","0.275","0.5","6","6"
"449","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-25","Parts per billion","13.4125","35.5","22","33","Parts per million","0.0315","0.056","7","54","Parts per billion","0.975","3.8","22","4","Parts per million","0.227778","0.3","9","3"
"453","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-26","Parts per billion","9.625","35.5","0","33","Parts per million","0.034667","0.05","8","46","Parts per billion","0.386364","2.9","0","3","Parts per million","0.216667","0.4","1","5"
"457","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-27","Parts per billion","5.783333","14.2","6","13","Parts per million","0.030292","0.035","7","32","Parts per billion","0.386364","2.5","6","3","Parts per million","0.179167","0.2","0","2"
"461","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-28","Parts per billion","10.175","33.5","22","31","Parts per million","0.028792","0.053","10","49","Parts per billion","0.365","2.5","23","3","Parts per million","0.183333","0.3","22","3"
"465","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-29","Parts per billion","10.295833","28.5","7","26","Parts per million","0.033","0.049","8","45","Parts per billion","1.481818","10","6","14","Parts per million","0.358333","0.6","4","7"
"469","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-04-30","Parts per billion","6.2875","16.9","2","15","Parts per million","0.029125","0.039","8","36","Parts per billion","0.5","2.4","11","3","Parts per million","0.175","0.2","0","2"
"473","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-01","Parts per billion","10.133333","22.6","1","21","Parts per million","0.015625","0.027","3","25","Parts per billion","0.245455","2.4","8","3","Parts per million","0.1875","0.2","0","2"
"477","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-02","Parts per billion","9.56","18.8","17","17","Parts per million","0.021417","0.033","9","31","Parts per billion","0.09","0.3","7","0","Parts per million","0.222222","0.3","0","3"
"481","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-03","Parts per billion","2.908333","8.6","18","8","Parts per million","0.028917","0.038","10","35","Parts per billion","0.013636","0.1","8","0","Parts per million","0.153333","0.2","0","2"
"485","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-04","Parts per billion","5.985","14.9","5","13","Parts per million","0.032458","0.046","10","43","Parts per billion","0.05","0.3","14","0","Parts per million","0.1375","0.2","5","2"
"489","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-05","Parts per billion","4.316667","13.9","4","12","Parts per million","0.035292","0.048","10","44","Parts per billion","0.068182","0.2","9","0","Parts per million","0.154167","0.2","0","2"
"493","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-06","Parts per billion","6.95","19.3","21","18","Parts per million","0.029708","0.05","10","46","Parts per billion","0.177273","0.6","7","0","Parts per million","0.15","0.2","5","2"
"497","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-07","Parts per billion","12.054167","31.7","22","29","Parts per million","0.033667","0.058","10","61","Parts per billion","0.477273","1","19","1","Parts per million","0.35","0.7","6","8"
"501","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-08","Parts per billion","12.916667","33.9","1","31","Parts per million","0.039042","0.056","9","54","Parts per billion","0.459091","1.8","6","1","Parts per million","0.275","0.5","5","6"
"505","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-09","Parts per billion","7.2125","13.4","20","12","Parts per million","0.036417","0.046","0","43","Parts per billion","0.635","2.1","13","3","Parts per million","0.2","0.3","0","3"
"509","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-10","Parts per billion","5.008333","11.6","5","10","Parts per million","0.038333","0.046","8","43","Parts per billion","1.140909","3.7","7","4","Parts per million","0.179167","0.2","1","2"
"513","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-11","Parts per billion","7.25","17.5","22","16","Parts per million","0.028625","0.047","9","44","Parts per billion","0.13","0.3","6","0","Parts per million","0.15","0.2","0","2"
"517","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-12","Parts per billion","11.154167","22.7","1","21","Parts per million","0.029125","0.042","10","39","Parts per billion","0.577273","2.4","5","3","Parts per million","0.241667","0.4","4","5"
"521","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-13","Parts per billion","6.904167","32.4","22","30","Parts per million","0.02625","0.044","10","41","Parts per billion","0.145455","0.7","22","0","Parts per million","0.175","0.3","22","3"
"525","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-14","Parts per billion","6.5875","23","0","22","Parts per million","0.035375","0.053","8","49","Parts per billion","0.231818","0.8","0","0","Parts per million","0.275","0.5","4","6"
"529","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-15","Parts per billion","3.225","13.2","23","12","Parts per million","0.036667","0.049","10","45","Parts per billion","1.5","12.7","23","17","Parts per million","0.1","0.1","0","1"
"533","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-16","Parts per billion","10.204762","22.7","22","21","Parts per million","0.034125","0.047","10","44","Parts per billion","1.05","10.2","0","14","Parts per million","0.133333","0.2","2","2"
"537","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-17","Parts per billion","8.433333","19.8","2","18","Parts per million","0.035917","0.05","9","46","Parts per billion","0.55","1.8","14","1","Parts per million","0.2","0.2","0","2"
"541","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-18","Parts per billion","6.279167","16.2","6","15","Parts per million","0.027958","0.038","11","35","Parts per billion","0.490909","3.9","12","4","Parts per million","0.15","0.2","0","2"
"545","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-19","Parts per billion","5.741667","25.5","23","24","Parts per million","0.026917","0.042","11","39","Parts per billion","0.404545","5.7","23","7","Parts per million","0.1375","0.3","23","3"
"549","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-20","Parts per billion","8.98","29.6","23","27","Parts per million","0.025667","0.042","10","39","Parts per billion","0.281818","2","0","3","Parts per million","0.220833","0.3","0","3"
"553","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-21","Parts per billion","5.6875","25.9","0","24","Parts per million","0.0345","0.044","10","41","Parts per billion","0.045455","0.5","0","0","Parts per million","0.170833","0.3","0","3"
"557","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-22","Parts per billion","5.5125","34.8","23","32","Parts per million","0.037792","0.06","10","67","Parts per billion","0.522727","4.9","23","6","Parts per million","0.120833","0.3","23","3"
"561","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-23","Parts per billion","16.6875","36.1","7","34","Parts per million","0.0365","0.074","8","112","Parts per billion","4.505","47.6","7","65","Parts per million","0.277778","0.4","9","5"
"565","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-24","Parts per billion","15.629167","37.2","7","35","Parts per million","0.039","0.068","9","93","Parts per billion","2.586364","11.3","6","16","Parts per million","0.354167","0.5","2","6"
"569","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-25","Parts per billion","14.404167","39.2","6","37","Parts per million","0.041042","0.065","8","84","Parts per billion","1.25","6.5","3","9","Parts per million","0.320833","0.5","4","6"
"573","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-26","Parts per billion","10.458333","32.7","5","30","Parts per million","0.042083","0.062","8","74","Parts per billion","0.809091","1.8","7","1","Parts per million","0.279167","0.4","5","5"
"577","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-27","Parts per billion","4.975","10.1","5","9","Parts per million","0.043083","0.054","8","50","Parts per billion","0.363636","1.5","0","1","Parts per million","0.2","0.2","0","2"
"581","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-28","Parts per billion","9.516667","27.8","22","25","Parts per million","0.030125","0.048","10","44","Parts per billion","0.736364","2","23","3","Parts per million","0.225","0.4","22","5"
"585","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-29","Parts per billion","10.841667","30.9","22","28","Parts per million","0.023792","0.043","8","40","Parts per billion","1.75","18.3","7","26","Parts per million","0.366667","0.6","3","7"
"589","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-30","Parts per billion","12.6","37.1","20","35","Parts per million","0.025458","0.048","10","44","Parts per billion","1.29","10.1","23","14","Parts per million","0.288889","0.5","2","6"
"593","1","73","23","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","2016-05-31","Parts per billion","19.259091","34.3","19","32","Parts per million","0.027","0.052","7","48","Parts per billion","3.727273","22.2","14","31","Parts per million","0.345833","0.5","3","6"
"597","4","13","9997","4530 N 17TH AVENUE","Arizona","Maricopa","Phoenix","2016-01-04","Parts per billion","11.542857","21.8","18","20","Parts per million","0.020375","0.026","0","24","Parts per billion","0.463636","1.1","12","1","Parts per million","0.404167","0.5","12","6"
"601","4","13","9997","4530 N 17TH AVENUE","Arizona","Maricopa","Phoenix","2016-01-05","Parts per billion","6.570833","10.7","19","9","Parts per million","0.020917","0.029","23","27","Parts per billion","0.129167","0.4","23","0","Parts per million","0.391667","0.5","0","6"
"605","4","13","9997","4530 N 17TH AVENUE","Arizona","Maricopa","Phoenix","2016-01-06","Parts per billion","11.654167","32.9","18","30","Parts per million","0.025042","0.038","9","35","Parts per billion","0.054167","0.6","20","0","Parts per million","0.45","0.6","20","7"
"609","4","13","9997","4530 N 17TH AVENUE","Arizona","Maricopa","Phoenix","2016-01-07","Parts per billion","13.8625","28.2","17","26","Parts per million","0.021875","0.032","9","30","Parts per billion","0.333333","0.5","7","0","Parts per million","0.4875","0.6","0","7"
"613","4","13","9997","4530 N 17TH AVENUE","Arizona","Maricopa","Phoenix","2016-01-08","Parts per billion","15.270833","31.7","20","29","Parts per million","0.017292","0.035","10","32","Parts per billion","0.204167","1","7","1","Parts per million","0.545833","0.7","8","8"
